Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s000","Median Sales Price
$'000s000","Third Quartile Sales Price
'000s000","Mean Sales Price
$'000s000","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2020,Q4,Total,Greater Sydney,Total,Fairfield,Non Strata,734000,815000,930000,851000,387,1.56%,5.84%,26.06%,21.32%
2020,Q4,Total,Greater Sydney,Total,Fairfield,Strata,360000,436000,579000,683000,131,-2.02%,-2.68%,55.95%,37.89%
2020,Q4,Total,Greater Sydney,Total,Georges River,Total,663000,1040000,1400000,1090000,590,17.38%,12.43%,32.88%,4.42%
2020,Q4,Total,Greater Sydney,Total,Georges River,Non Strata,1200000,1390000,1680000,1474000,289,5.30%,7.21%,35.05%,-0.34%
2020,Q4,Total,Greater Sydney,Total,Georges River,Strata,599000,665000,812000,722000,301,-2.21%,-2.21%,30.87%,9.45%
2020,Q4,Total,Greater Sydney,Total,Hawkesbury,Total,645000,755000,1200000,935000,307,0.67%,0.94%,5.14%,10.04%
2020,Q4,Total,Greater Sydney,Total,Hawkesbury,Non Strata,685000,820000,1293000,1003000,267,-1.20%,4.46%,6.80%,5.53%
2020,Q4,Total,Greater Sydney,Total,Hawkesbury,Strata,421000,505000,546000,480000,40,2.54%,1.20%,-4.76%,53.85%
2020,Q4,Total,Greater Sydney,Total,Hornsby,Total,883000,1266000,1576000,1251000,588,8.21%,14.05%,16.90%,11.57%
2020,Q4,Total,Greater Sydney,Total,Hornsby,Non Strata,1250000,1450000,1687000,1481000,403,7.97%,8.05%,24.38%,22.49%
2020,Q4,Total,Greater Sydney,Total,Hornsby,Strata,630000,695000,820000,750000,185,-0.57%,4.75%,3.35%,-6.57%
2020,Q4,Total,Greater Sydney,Total,Hunters Hill,Total,1650000,2413000,3414000,2712000,64,5.81%,31.29%,-4.48%,-5.88%
2020,Q4,Total,Greater Sydney,Total,Hunters Hill,Non Strata,2406000,2978000,3900000,3416000,42,-13.70%,4.11%,-4.55%,13.51%
2020,Q4,Total,Greater Sydney,Total,Hunters Hill,Strata,938000,1263000,1665000,1369000,20,12.22%,4.34%,-4.35%,-29.03%
2020,Q4,Total,Greater Sydney,Total,Inner West,Total,862000,1338000,1750000,1393000,934,4.09%,4.90%,14.88%,16.46%
2020,Q4,Total,Greater Sydney,Total,Inner West,Non Strata,1420000,1678000,1975000,1770000,530,6.85%,3.55%,14.47%,15.97%
2020,Q4,Total,Greater Sydney,Total,Inner West,Strata,690000,810000,1002000,899000,404,9.24%,2.40%,15.43%,17.10%
2020,Q4,Total,Greater Sydney,Total,Ku-Ring-Gai,Total,1270000,2000000,2770000,2117000,593,2.56%,12.42%,15.15%,6.65%
2020,Q4,Total,Greater Sydney,Total,Ku-Ring-Gai,Non Strata,2000000,2500000,3090000,2648000,396,5.49%,13.12%,12.82%,23.36%
2020,Q4,Total,Greater Sydney,Total,Ku-Ring-Gai,Strata,800000,950000,1250000,1049000,197,1.60%,-3.06%,20.12%,-16.17%
2020,Q4,Total,Greater Sydney,Total,Lane Cove,Total,720000,941000,2222000,1439000,223,12.02%,-27.34%,35.15%,0.90%
2020,Q4,Total,Greater Sydney,Total,Lane Cove,Non Strata,2244000,2470000,3098000,2646000,74,-5.73%,-1.40%,54.17%,-1.33%
2020,Q4,Total,Greater Sydney,Total,Lane Cove,Strata,660000,772000,941000,839000,149,3.57%,-16.13%,27.35%,2.05%
2020,Q4,Total,Greater Sydney,Total,Liverpool,Total,565000,716000,860000,732000,720,2.21%,0.77%,13.39%,16.88%
2020,Q4,Total,Greater Sydney,Total,Liverpool,Non Strata,700000,795000,920000,824000,515,3.92%,-0.62%,11.23%,17.85%
2020,Q4,Total,Greater Sydney,Total,Liverpool,Strata,435000,500000,579000,500000,205,0.00%,4.17%,19.19%,14.53%
2020,Q4,Total,Greater Sydney,Total,Mosman,Total,1035000,2300000,4008000,2921000,157,49.84%,-5.70%,-3.09%,-4.27%
2020,Q4,Total,Greater Sydney,Total,Mosman,Non Strata,3225000,4368000,5763000,4768000,72,-0.29%,11.27%,41.18%,0.00%
2020,Q4,Total,Greater Sydney,Total,Mosman,Strata,795000,1085000,1600000,1357000,85,5.85%,-6.26%,-23.42%,-7.61%
2020,Q4,Total,Greater Sydney,Total,North Sydney,Total,940000,1250000,1806000,1594000,464,8.23%,9.65%,32.95%,14.00%
2020,Q4,Total,Greater Sydney,Total,North Sydney,Non Strata,2100000,2950000,4100000,3437000,69,3.96%,15.01%,30.19%,-15.85%
2020,Q4,Total,Greater Sydney,Total,North Sydney,Strata,883000,1160000,1561000,1273000,395,7.87%,12.58%,33.45%,21.54%
2020,Q4,Total,Greater Sydney,Total,Northern Beaches,Total,1050000,1673000,2229000,1782000,1350,4.53%,8.96%,13.35%,12.50%
2020,Q4,Total,Greater Sydney,Total,Northern Beaches,Non Strata,1740000,2084000,2750000,2337000,732,8.25%,9.67%,12.44%,16.19%
2020,Q4,Total,Greater Sydney,Total,Northern Beaches,Strata,790000,970000,1325000,1124000,618,1.52%,-1.52%,14.44%,8.42%
2020,Q4,Total,Greater Sydney,Total,Parramatta,Total,615000,800000,1155000,920000,1213,0.63%,-2.50%,23.65%,20.34%
2020,Q4,Total,Greater Sydney,Total,Parramatta,Non Strata,1100000,1290000,1560000,1345000,444,3.12%,1.65%,24.37%,22.65%
2020,Q4,Total,Greater Sydney,Total,Parramatta,Strata,565000,675000,790000,675000,769,1.50%,-0.70%,23.24%,19.04%
2020,Q4,Total,Greater Sydney,Total,Penrith,Total,561000,665000,773000,683000,902,1.56%,3.78%,7.89%,24.76%
2020,Q4,Total,Greater Sydney,Total,Penrith,Non Strata,660000,726000,830000,769000,604,2.98%,5.99%,3.07%,23.52%
2020,Q4,Total,Greater Sydney,Total,Penrith,Strata,450000,518000,570000,509000,298,3.60%,4.65%,19.20%,27.35%
2020,Q4,Total,Greater Sydney,Total,Randwick,Total,895000,1345000,2106000,1588000,572,-10.18%,-1.65%,15.32%,23.28%
2020,Q4,Total,Greater Sydney,Total,Randwick,Non Strata,1930000,2300000,2878000,2441000,211,3.14%,0.55%,9.33%,24.12%
2020,Q4,Total,Greater Sydney,Total,Randwick,Strata,825000,950000,1250000,1090000,361,-4.52%,-6.13%,19.14%,22.79%
2020,Q4,Total,Greater Sydney,Total,Ryde,Total,694000,940000,1660000,1184000,628,3.24%,-0.25%,16.08%,-7.92%
2020,Q4,Total,Greater Sydney,Total,Ryde,Non Strata,1600000,1750000,2031000,1854000,232,3.70%,3.40%,34.88%,28.89%
2020,Q4,Total,Greater Sydney,Total,Ryde,Strata,630000,760000,901000,791000,396,-1.94%,-6.75%,7.32%,-21.12%
2020,Q4,Total,Greater Sydney,Total,Strathfield,Total,625000,720000,1760000,1335000,253,2.86%,6.90%,63.23%,47.09%
2020,Q4,Total,Greater Sydney,Total,Strathfield,Non Strata,1845000,2620000,3250000,2606000,59,10.08%,21.86%,43.90%,34.09%
2020,Q4,Total,Greater Sydney,Total,Strathfield,Strata,591000,656000,780000,949000,194,-0.61%,0.92%,70.18%,51.56%
2020,Q4,Total,Greater Sydney,Total,Sutherland Shire,Total,781000,1080000,1380000,1139000,1191,6.51%,5.88%,19.70%,27.65%
2020,Q4,Total,Greater Sydney,Total,Sutherland Shire,Non Strata,1125000,1324000,1587000,1422000,628,5.88%,5.71%,14.39%,33.05%
2020,Q4,Total,Greater Sydney,Total,Sutherland Shire,Strata,645000,770000,930000,824000,563,3.81%,3.70%,26.23%,22.13%
2020,Q4,Total,Greater Sydney,Total,Sydney,Total,755000,985000,1475000,1237000,1252,-3.67%,-5.92%,20.62%,6.19%
2020,Q4,Total,Greater Sydney,Total,Sydney,Non Strata,1435000,1790000,2379000,2107000,244,8.48%,6.07%,25.13%,29.79%
2020,Q4,Total,Greater Sydney,Total,Sydney,Strata,715000,890000,1214000,1026000,1008,-1.11%,-5.62%,19.57%,1.72%
2020,Q4,Total,Greater Sydney,Total,The Hills Shire,Total,910000,1215000,1480000,1244000,915,3.05%,1.25%,24.32%,36.77%
2020,Q4,Total,Greater Sydney,Total,The Hills Shire,Non Strata,1120000,1326000,1590000,1369000,702,2.00%,2.00%,24.91%,31.46%
2020,Q4,Total,Greater Sydney,Total,The Hills Shire,Strata,700000,830000,935000,832000,213,4.14%,3.75%,22.41%,57.78%
2020,Q4,Total,Greater Sydney,Total,Waverley,Total,1095000,1540000,2610000,2017000,391,-2.22%,6.21%,4.27%,8.01%
2020,Q4,Total,Greater Sydney,Total,Waverley,Non Strata,2520000,3351000,4300000,3509000,121,8.10%,17.58%,-9.02%,12.04%
2020,Q4,Total,Greater Sydney,Total,Waverley,Strata,931000,1221000,1600000,1349000,270,9.02%,3.34%,11.57%,6.30%
2020,Q4,Total,Greater Sydney,Total,Willoughby,Total,987000,1900000,2670000,1965000,297,16.92%,10.30%,17.39%,12.50%
2020,Q4,Total,Greater Sydney,Total,Willoughby,Non Strata,2205000,2639000,3090000,2738000,163,0.73%,4.72%,32.52%,18.98%
2020,Q4,Total,Greater Sydney,Total,Willoughby,Strata,803000,951000,1200000,1025000,134,-3.21%,-5.84%,3.08%,5.51%
2020,Q4,Total,Greater Sydney,Total,Wollondilly,Total,625000,753000,980000,824000,232,2.38%,1.69%,0.87%,45.91%
2020,Q4,Total,Greater Sydney,Total,Wollondilly,Non Strata,640000,767000,996000,838000,224,3.27%,2.23%,1.82%,47.37%
2020,Q4,Total,Greater Sydney,Total,Wollondilly,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Greater Sydney,Total,Woollahra,Total,1285000,2360000,3950000,2928000,347,5.47%,2.14%,9.12%,-1.42%
2020,Q4,Total,Greater Sydney,Total,Woollahra,Non Strata,2573000,3874000,5813000,4570000,131,-5.51%,4.70%,-5.76%,-7.75%
2020,Q4,Total,Greater Sydney,Total,Woollahra,Strata,1000000,1528000,2550000,1932000,216,9.11%,15.50%,20.67%,2.86%
2020,Q4,Total,Greater Sydney,Inner Ring,Total,Total,852000,1265000,1920000,1632000,4340,0.00%,0.00%,16.79%,9.85%
2020,Q4,Total,Greater Sydney,Inner Ring,Total,Non Strata,1620000,2100000,3000000,2594000,1452,1.20%,-0.05%,13.88%,12.21%
2020,Q4,Total,Greater Sydney,Inner Ring,Total,Strata,763000,956000,1323000,1148000,2888,2.80%,-3.43%,18.31%,8.69%
2020,Q4,Total,Greater Sydney,Inner Ring,Inner West,Total,862000,1338000,1750000,1393000,934,4.09%,4.90%,14.88%,16.46%
2020,Q4,Total,Greater Sydney,Inner Ring,Inner West,Non Strata,1420000,1678000,1975000,1770000,530,6.85%,3.55%,14.47%,15.97%
2020,Q4,Total,Greater Sydney,Inner Ring,Inner West,Strata,690000,810000,1002000,899000,404,9.24%,2.40%,15.43%,17.10%
2020,Q4,Total,Greater Sydney,Inner Ring,Lane Cove,Total,720000,941000,2222000,1439000,223,12.02%,-27.34%,35.15%,0.90%
2020,Q4,Total,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2244000,2470000,3098000,2646000,74,-5.73%,-1.40%,54.17%,-1.33%
2020,Q4,Total,Greater Sydney,Inner Ring,Lane Cove,Strata,660000,772000,941000,839000,149,3.57%,-16.13%,27.35%,2.05%
2020,Q4,Total,Greater Sydney,Inner Ring,Mosman,Total,1035000,2300000,4008000,2921000,157,49.84%,-5.70%,-3.09%,-4.27%
2020,Q4,Total,Greater Sydney,Inner Ring,Mosman,Non Strata,3225000,4368000,5763000,4768000,72,-0.29%,11.27%,41.18%,0.00%
2020,Q4,Total,Greater Sydney,Inner Ring,Mosman,Strata,795000,1085000,1600000,1357000,85,5.85%,-6.26%,-23.42%,-7.61%
2020,Q4,Total,Greater Sydney,Inner Ring,North Sydney,Total,940000,1250000,1806000,1594000,464,8.23%,9.65%,32.95%,14.00%
2020,Q4,Total,Greater Sydney,Inner Ring,North Sydney,Non Strata,2100000,2950000,4100000,3437000,69,3.96%,15.01%,30.19%,-15.85%
2020,Q4,Total,Greater Sydney,Inner Ring,North Sydney,Strata,883000,1160000,1561000,1273000,395,7.87%,12.58%,33.45%,21.54%
2020,Q4,Total,Greater Sydney,Inner Ring,Randwick,Total,895000,1345000,2106000,1588000,572,-10.18%,-1.65%,15.32%,23.28%
2020,Q4,Total,Greater Sydney,Inner Ring,Randwick,Non Strata,1930000,2300000,2878000,2441000,211,3.14%,0.55%,9.33%,24.12%
2020,Q4,Total,Greater Sydney,Inner Ring,Randwick,Strata,825000,950000,1250000,1090000,361,-4.52%,-6.13%,19.14%,22.79%
2020,Q4,Total,Greater Sydney,Inner Ring,Sydney,Total,755000,985000,1475000,1237000,1252,-3.67%,-5.92%,20.62%,6.19%
2020,Q4,Total,Greater Sydney,Inner Ring,Sydney,Non Strata,1435000,1790000,2379000,2107000,244,8.48%,6.07%,25.13%,29.79%
2020,Q4,Total,Greater Sydney,Inner Ring,Sydney,Strata,715000,890000,1214000,1026000,1008,-1.11%,-5.62%,19.57%,1.72%
2020,Q4,Total,Greater Sydney,Inner Ring,Waverley,Total,1095000,1540000,2610000,2017000,391,-2.22%,6.21%,4.27%,8.01%
2020,Q4,Total,Greater Sydney,Inner Ring,Waverley,Non Strata,2520000,3351000,4300000,3509000,121,8.10%,17.58%,-9.02%,12.04%
2020,Q4,Total,Greater Sydney,Inner Ring,Waverley,Strata,931000,1221000,1600000,1349000,270,9.02%,3.34%,11.57%,6.30%
2020,Q4,Total,Greater Sydney,Inner Ring,Woollahra,Total,1285000,2360000,3950000,2928000,347,5.47%,2.14%,9.12%,-1.42%
2020,Q4,Total,Greater Sydney,Inner Ring,Woollahra,Non Strata,2573000,3874000,5813000,4570000,131,-5.51%,4.70%,-5.76%,-7.75%
2020,Q4,Total,Greater Sydney,Inner Ring,Woollahra,Strata,1000000,1528000,2550000,1932000,216,9.11%,15.50%,20.67%,2.86%
2020,Q4,Total,Greater Sydney,Middle Ring,Total,Total,680000,888000,1370000,1149000,7095,1.49%,1.49%,23.78%,12.05%
2020,Q4,Total,Greater Sydney,Middle Ring,Total,Non Strata,1043000,1400000,1940000,1623000,3161,6.06%,7.24%,22.71%,16.38%
2020,Q4,Total,Greater Sydney,Middle Ring,Total,Strata,585000,705000,838000,769000,3934,0.71%,0.71%,24.65%,8.79%
2020,Q4,Total,Greater Sydney,Middle Ring,Bayside,Total,695000,815000,1110000,939000,976,1.24%,2.52%,40.63%,29.10%
2020,Q4,Total,Greater Sydney,Middle Ring,Bayside,Non Strata,1190000,1375000,1600000,1410000,265,-0.43%,0.51%,39.47%,35.20%
2020,Q4,Total,Greater Sydney,Middle Ring,Bayside,Strata,650000,775000,833000,763000,711,5.73%,6.90%,41.07%,26.96%
2020,Q4,Total,Greater Sydney,Middle Ring,Burwood,Total,694000,948000,1645000,1197000,138,8.29%,6.16%,51.65%,2.99%
2020,Q4,Total,Greater Sydney,Middle Ring,Burwood,Non Strata,1386000,1720000,2165000,1780000,60,4.88%,6.83%,122.22%,57.89%
2020,Q4,Total,Greater Sydney,Middle Ring,Burwood,Strata,621000,715000,826000,749000,78,-12.80%,-9.67%,21.88%,-18.75%
2020,Q4,Total,Greater Sydney,Middle Ring,Canada Bay,Total,826000,1181000,1880000,1410000,410,8.41%,3.55%,15.17%,10.81%
2020,Q4,Total,Greater Sydney,Middle Ring,Canada Bay,Non Strata,1728000,2150000,2450000,2145000,146,2.38%,-0.37%,39.05%,17.74%
2020,Q4,Total,Greater Sydney,Middle Ring,Canada Bay,Strata,755000,885000,1169000,1004000,264,-4.81%,-0.25%,5.18%,7.32%
2020,Q4,Total,Greater Sydney,Middle Ring,Canterbury-Bankstown,Total,634000,875000,1058000,905000,1180,3.49%,6.65%,10.18%,6.40%
2020,Q4,Total,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,900000,1000000,1184000,1063000,678,2.04%,5.26%,4.95%,2.26%
2020,Q4,Total,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,480000,585000,705000,690000,502,4.46%,5.17%,18.12%,12.56%
2020,Q4,Total,Greater Sydney,Middle Ring,Cumberland,Total,570000,725000,910000,762000,753,-1.09%,5.84%,33.51%,16.20%
2020,Q4,Total,Greater Sydney,Middle Ring,Cumberland,Non Strata,812000,910000,1070000,958000,387,4.00%,9.11%,26.47%,19.44%
2020,Q4,Total,Greater Sydney,Middle Ring,Cumberland,Strata,472000,565000,625000,555000,366,5.61%,1.62%,41.86%,12.96%
2020,Q4,Total,Greater Sydney,Middle Ring,Georges River,Total,663000,1040000,1400000,1090000,590,17.38%,12.43%,32.88%,4.42%
2020,Q4,Total,Greater Sydney,Middle Ring,Georges River,Non Strata,1200000,1390000,1680000,1474000,289,5.30%,7.21%,35.05%,-0.34%
2020,Q4,Total,Greater Sydney,Middle Ring,Georges River,Strata,599000,665000,812000,722000,301,-2.21%,-2.21%,30.87%,9.45%
2020,Q4,Total,Greater Sydney,Middle Ring,Hunters Hill,Total,1650000,2413000,3414000,2712000,64,5.81%,31.29%,-4.48%,-5.88%
2020,Q4,Total,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2406000,2978000,3900000,3416000,42,-13.70%,4.11%,-4.55%,13.51%
2020,Q4,Total,Greater Sydney,Middle Ring,Hunters Hill,Strata,938000,1263000,1665000,1369000,20,12.22%,4.34%,-4.35%,-29.03%
2020,Q4,Total,Greater Sydney,Middle Ring,Ku-Ring-Gai,Total,1270000,2000000,2770000,2117000,593,2.56%,12.42%,15.15%,6.65%
2020,Q4,Total,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2000000,2500000,3090000,2648000,396,5.49%,13.12%,12.82%,23.36%
2020,Q4,Total,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,800000,950000,1250000,1049000,197,1.60%,-3.06%,20.12%,-16.17%
2020,Q4,Total,Greater Sydney,Middle Ring,Parramatta,Total,615000,800000,1155000,920000,1213,0.63%,-2.50%,23.65%,20.34%
2020,Q4,Total,Greater Sydney,Middle Ring,Parramatta,Non Strata,1100000,1290000,1560000,1345000,444,3.12%,1.65%,24.37%,22.65%
2020,Q4,Total,Greater Sydney,Middle Ring,Parramatta,Strata,565000,675000,790000,675000,769,1.50%,-0.70%,23.24%,19.04%
2020,Q4,Total,Greater Sydney,Middle Ring,Ryde,Total,694000,940000,1660000,1184000,628,3.24%,-0.25%,16.08%,-7.92%
2020,Q4,Total,Greater Sydney,Middle Ring,Ryde,Non Strata,1600000,1750000,2031000,1854000,232,3.70%,3.40%,34.88%,28.89%
2020,Q4,Total,Greater Sydney,Middle Ring,Ryde,Strata,630000,760000,901000,791000,396,-1.94%,-6.75%,7.32%,-21.12%
2020,Q4,Total,Greater Sydney,Middle Ring,Strathfield,Total,625000,720000,1760000,1335000,253,2.86%,6.90%,63.23%,47.09%
2020,Q4,Total,Greater Sydney,Middle Ring,Strathfield,Non Strata,1845000,2620000,3250000,2606000,59,10.08%,21.86%,43.90%,34.09%
2020,Q4,Total,Greater Sydney,Middle Ring,Strathfield,Strata,591000,656000,780000,949000,194,-0.61%,0.92%,70.18%,51.56%
2020,Q4,Total,Greater Sydney,Middle Ring,Willoughby,Total,987000,1900000,2670000,1965000,297,16.92%,10.30%,17.39%,12.50%
2020,Q4,Total,Greater Sydney,Middle Ring,Willoughby,Non Strata,2205000,2639000,3090000,2738000,163,0.73%,4.72%,32.52%,18.98%
2020,Q4,Total,Greater Sydney,Middle Ring,Willoughby,Strata,803000,951000,1200000,1025000,134,-3.21%,-5.84%,3.08%,5.51%
2020,Q4,Total,Greater Sydney,Outer Ring,Total,Total,640000,795000,1150000,970000,11998,3.65%,5.79%,14.67%,27.79%
2020,Q4,Total,Greater Sydney,Outer Ring,Total,Non Strata,687000,850000,1250000,1055000,8773,3.79%,4.71%,13.33%,29.66%
2020,Q4,Total,Greater Sydney,Outer Ring,Total,Strata,519000,645000,850000,739000,3225,0.78%,2.38%,18.48%,22.95%
2020,Q4,Total,Greater Sydney,Outer Ring,Blacktown,Total,599000,733000,875000,748000,1506,1.81%,5.47%,14.00%,24.77%
2020,Q4,Total,Greater Sydney,Outer Ring,Blacktown,Non Strata,690000,795000,921000,809000,1168,3.25%,6.00%,11.77%,23.21%
2020,Q4,Total,Greater Sydney,Outer Ring,Blacktown,Strata,471000,545000,600000,537000,338,-0.91%,2.83%,22.46%,30.50%
2020,Q4,Total,Greater Sydney,Outer Ring,Blue Mountains,Total,615000,710000,850000,741000,463,2.90%,9.23%,14.60%,45.14%
2020,Q4,Total,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,625000,720000,860000,753000,439,3.60%,9.09%,14.03%,45.36%
2020,Q4,Total,Greater Sydney,Outer Ring,Blue Mountains,Strata,435000,515000,579000,516000,20,-6.36%,-1.90%,26.32%,41.18%
2020,Q4,Total,Greater Sydney,Outer Ring,Camden,Total,679000,770000,884000,805000,558,6.02%,8.45%,13.88%,55.00%
2020,Q4,Total,Greater Sydney,Outer Ring,Camden,Non Strata,687000,785000,890000,818000,524,6.22%,7.94%,11.49%,58.79%
2020,Q4,Total,Greater Sydney,Outer Ring,Camden,Strata,490000,613000,715000,609000,34,2.17%,7.26%,70.00%,13.33%
2020,Q4,Total,Greater Sydney,Outer Ring,Campbelltown,Total,550000,630000,694000,623000,596,3.28%,8.62%,10.37%,24.43%
2020,Q4,Total,Greater Sydney,Outer Ring,Campbelltown,Non Strata,595000,650000,705000,658000,497,1.56%,7.44%,16.67%,31.48%
2020,Q4,Total,Greater Sydney,Outer Ring,Campbelltown,Strata,404000,440000,494000,449000,99,-2.44%,0.11%,-13.16%,-1.98%
2020,Q4,Total,Greater Sydney,Outer Ring,Central Coast,Total,568000,700000,880000,775000,2152,3.70%,12.90%,13.32%,43.09%
2020,Q4,Total,Greater Sydney,Outer Ring,Central Coast,Non Strata,610000,730000,941000,823000,1683,4.14%,12.31%,11.98%,41.07%
2020,Q4,Total,Greater Sydney,Outer Ring,Central Coast,Strata,448000,565000,710000,604000,469,6.60%,13.00%,18.43%,50.80%
2020,Q4,Total,Greater Sydney,Outer Ring,Fairfield,Total,650000,768000,905000,809000,518,1.52%,5.28%,32.48%,25.12%
2020,Q4,Total,Greater Sydney,Outer Ring,Fairfield,Non Strata,734000,815000,930000,851000,387,1.56%,5.84%,26.06%,21.32%
2020,Q4,Total,Greater Sydney,Outer Ring,Fairfield,Strata,360000,436000,579000,683000,131,-2.02%,-2.68%,55.95%,37.89%
2020,Q4,Total,Greater Sydney,Outer Ring,Hawkesbury,Total,645000,755000,1200000,935000,307,0.67%,0.94%,5.14%,10.04%
2020,Q4,Total,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,685000,820000,1293000,1003000,267,-1.20%,4.46%,6.80%,5.53%
2020,Q4,Total,Greater Sydney,Outer Ring,Hawkesbury,Strata,421000,505000,546000,480000,40,2.54%,1.20%,-4.76%,53.85%
2020,Q4,Total,Greater Sydney,Outer Ring,Hornsby,Total,883000,1266000,1576000,1251000,588,8.21%,14.05%,16.90%,11.57%
2020,Q4,Total,Greater Sydney,Outer Ring,Hornsby,Non Strata,1250000,1450000,1687000,1481000,403,7.97%,8.05%,24.38%,22.49%
2020,Q4,Total,Greater Sydney,Outer Ring,Hornsby,Strata,630000,695000,820000,750000,185,-0.57%,4.75%,3.35%,-6.57%
2020,Q4,Total,Greater Sydney,Outer Ring,Liverpool,Total,565000,716000,860000,732000,720,2.21%,0.77%,13.39%,16.88%
2020,Q4,Total,Greater Sydney,Outer Ring,Liverpool,Non Strata,700000,795000,920000,824000,515,3.92%,-0.62%,11.23%,17.85%
2020,Q4,Total,Greater Sydney,Outer Ring,Liverpool,Strata,435000,500000,579000,500000,205,0.00%,4.17%,19.19%,14.53%
2020,Q4,Total,Greater Sydney,Outer Ring,Northern Beaches,Total,1050000,1673000,2229000,1782000,1350,4.53%,8.96%,13.35%,12.50%
2020,Q4,Total,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,1740000,2084000,2750000,2337000,732,8.25%,9.67%,12.44%,16.19%
2020,Q4,Total,Greater Sydney,Outer Ring,Northern Beaches,Strata,790000,970000,1325000,1124000,618,1.52%,-1.52%,14.44%,8.42%
2020,Q4,Total,Greater Sydney,Outer Ring,Penrith,Total,561000,665000,773000,683000,902,1.56%,3.78%,7.89%,24.76%
2020,Q4,Total,Greater Sydney,Outer Ring,Penrith,Non Strata,660000,726000,830000,769000,604,2.98%,5.99%,3.07%,23.52%
2020,Q4,Total,Greater Sydney,Outer Ring,Penrith,Strata,450000,518000,570000,509000,298,3.60%,4.65%,19.20%,27.35%
2020,Q4,Total,Greater Sydney,Outer Ring,Sutherland Shire,Total,781000,1080000,1380000,1139000,1191,6.51%,5.88%,19.70%,27.65%
2020,Q4,Total,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1125000,1324000,1587000,1422000,628,5.88%,5.71%,14.39%,33.05%
2020,Q4,Total,Greater Sydney,Outer Ring,Sutherland Shire,Strata,645000,770000,930000,824000,563,3.81%,3.70%,26.23%,22.13%
2020,Q4,Total,Greater Sydney,Outer Ring,The Hills Shire,Total,910000,1215000,1480000,1244000,915,3.05%,1.25%,24.32%,36.77%
2020,Q4,Total,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1120000,1326000,1590000,1369000,702,2.00%,2.00%,24.91%,31.46%
2020,Q4,Total,Greater Sydney,Outer Ring,The Hills Shire,Strata,700000,830000,935000,832000,213,4.14%,3.75%,22.41%,57.78%
2020,Q4,Total,Greater Sydney,Outer Ring,Wollondilly,Total,625000,753000,980000,824000,232,2.38%,1.69%,0.87%,45.91%
2020,Q4,Total,Greater Sydney,Outer Ring,Wollondilly,Non Strata,640000,767000,996000,838000,224,3.27%,2.23%,1.82%,47.37%
2020,Q4,Total,Greater Sydney,Outer Ring,Wollondilly,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of GMR,Total,Total,Total,505000,631000,800000,687000,5005,5.17%,8.79%,13.78%,35.49%
2020,Q4,Total,Rest of GMR,Total,Total,Non Strata,535000,665000,845000,722000,3791,5.56%,10.83%,9.60%,30.72%
2020,Q4,Total,Rest of GMR,Total,Total,Strata,440000,539000,660000,576000,1214,5.59%,5.69%,29.15%,52.90%
2020,Q4,Total,Rest of GMR,Total,Cessnock,Total,350000,410000,510000,458000,381,0.00%,7.89%,6.72%,48.83%
2020,Q4,Total,Rest of GMR,Total,Cessnock,Non Strata,359000,420000,520000,470000,350,0.00%,6.06%,5.74%,47.68%
2020,Q4,Total,Rest of GMR,Total,Cessnock,Strata,275000,310000,360000,318000,31,9.73%,-3.12%,19.23%,63.16%
2020,Q4,Total,Rest of GMR,Total,Kiama,Total,785000,973000,1205000,1064000,149,1.09%,13.14%,10.37%,25.21%
2020,Q4,Total,Rest of GMR,Total,Kiama,Non Strata,905000,1058000,1300000,1206000,105,5.27%,13.64%,-3.67%,26.51%
2020,Q4,Total,Rest of GMR,Total,Kiama,Strata,559000,690000,849000,725000,44,3.29%,34.63%,69.23%,22.22%
2020,Q4,Total,Rest of GMR,Total,Lake Macquarie,Total,522000,635000,775000,674000,1164,4.96%,8.55%,19.63%,43.53%
2020,Q4,Total,Rest of GMR,Total,Lake Macquarie,Non Strata,550000,660000,801000,700000,971,5.60%,10.00%,14.37%,39.31%
2020,Q4,Total,Rest of GMR,Total,Lake Macquarie,Strata,433000,515000,632000,545000,193,11.35%,13.44%,55.65%,69.30%
2020,Q4,Total,Rest of GMR,Total,Maitland,Total,450000,519000,625000,548000,453,4.85%,9.26%,1.80%,17.05%
2020,Q4,Total,Rest of GMR,Total,Maitland,Non Strata,470000,541000,640000,566000,408,5.98%,9.69%,-0.73%,18.60%
