LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,535,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,99,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,125,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,96,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,887,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1204,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,13999,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1056,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,487,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,90,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,108,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,83,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,928,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1117,,
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,21464,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1166,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,544,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,100,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,130,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,100,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,1048,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1235,,
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,118053,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,979,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,350,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,65,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,89,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,68,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,592,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1137,,
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,197371,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1154,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,537,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,99,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,126,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,97,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,1047,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1215,,
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,36051,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,972,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,323,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,60,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,82,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,63,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,480,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1173,,
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,204326,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,966,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,300,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,56,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,75,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,58,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,626,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1146,,
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,77305,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1165,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,542,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,100,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,128,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,98,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,1078,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1221,,
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,28475,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,996,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,406,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,75,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,96,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,74,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,475,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1184,,
15900,Newcastle (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,155411,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1159,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,538,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,99,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,127,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,97,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,939,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1218,,
15950,North Sydney (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,67658,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1063,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,496,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,92,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,112,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,86,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,707,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1183,,
16260,Parramatta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,226149,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,988,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,384,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,71,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,93,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,71,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,607,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1142,,
16350,Penrith (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,196066,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,959,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,273,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,51,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,70,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,54,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,666,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1135,,
16400,Port Stephens (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,69556,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1096,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,517,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,95,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,117,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,90,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,580,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1214,,
16550,Randwick (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,140660,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1088,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,509,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,94,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,115,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,88,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,756,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1178,,
16700,Ryde (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,116302,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,958,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,262,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,5,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,49,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,66,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,51,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,709,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1118,,
16900,Shellharbour (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,68460,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1063,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,497,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,92,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,113,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,87,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,837,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1176,,
17100,Strathfield (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,40312,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1088,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,508,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,94,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,114,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,88,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,862,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1208,,
17150,Sutherland Shire (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,218464,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1095,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,516,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,95,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,116,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,89,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,582,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1234,,
17200,Sydney (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,208374,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1140,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,534,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,98,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,124,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,95,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,1045,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1218,,
18050,Waverley (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,66812,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1136,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,533,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,98,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,123,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,94,,
18250,Willoughby (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,704,,
